cpu,memory,user_requests,order_requests,payment_requests,anomaly,status
0.254251939942302,44904448.0,0.0,0.0,0.0,1,Normal
0.2610302218756885,44904448.0,0.0,0.0,0.0,1,Normal
0.2542519399423018,44904448.0,0.0,0.0,0.0,1,Normal
0.2474702103496787,44904448.0,0.0,0.0,0.0,1,Normal
0.25086106365091,44904448.0,0.0,0.0,0.0,1,Normal
0.2508610636509097,44904448.0,0.0,0.0,0.0,1,Normal
0.2542519399423018,44904448.0,0.0,0.0,0.0,1,Normal
0.2542519399423019,44904448.0,0.0,0.0,0.0,1,Normal
0.257641092398232,44904448.0,0.0,0.0,0.0,1,Normal
0.2542510780245708,44904448.0,0.0,0.0,0.0,1,Normal
0.2576410923982317,44904448.0,0.0,0.0,0.0,1,Normal
0.2576419658081991,44904448.0,0.0,0.0,0.0,1,Normal
0.2542510780245708,44904448.0,0.0,0.0,0.0,1,Normal
0.2474710492772487,44904448.0,0.0,0.0,0.0,1,Normal
0.25086106365091,44904448.0,0.0,0.0,0.0,1,Normal
0.2474710492772488,44904448.0,0.0,0.0,0.0,1,Normal
0.247471049277249,44904448.0,0.0,0.0,0.0,1,Normal
0.2474702103496789,44904448.0,0.0,0.0,0.0,1,Normal
0.2508610636509099,44904448.0,0.0,0.0,0.0,1,Normal
0.2542510780245711,44904448.0,0.0,0.0,0.0,1,Normal
0.25424935420664,44904448.0,0.0,0.0,0.0,1,Normal
0.2542502161126837,44904448.0,0.0,0.0,0.0,1,Normal
0.2508602132311813,44904448.0,0.0,0.0,0.0,1,Normal
0.2440793800383749,44904448.0,0.0,0.0,0.0,1,Normal
0.2474693714277964,44904448.0,0.0,0.0,0.0,1,Normal
0.2542536637952953,44904448.0,0.0,0.0,0.0,1,Normal
0.2542502161126836,44904448.0,0.0,0.0,0.0,1,Normal
0.264420224757191,44904448.0,0.0,0.0,0.0,1,Normal
0.2644202247571912,44904448.0,0.0,0.0,0.0,1,Normal
0.2644220175399936,44904448.0,0.0,0.0,0.0,1,Normal
0.2610284521012788,44904448.0,0.0,0.0,0.0,1,Normal
0.2678102276386934,44904448.0,0.0,0.0,0.0,1,Normal
0.2644211211455538,44904448.0,0.0,0.0,0.0,1,Normal
0.2576428392240878,44904448.0,0.0,0.0,0.0,1,Normal
0.2610302218756887,44904448.0,0.0,0.0,0.0,1,Normal
0.2576410923982323,44904448.0,0.0,0.0,0.0,1,Normal
0.2474718882105072,44904448.0,0.0,0.0,0.0,1,Normal
0.2474718882105072,44904448.0,0.0,0.0,0.0,1,Normal
0.240691836478712,44904448.0,0.0,0.0,0.0,1,Normal
0.2305209774089441,44904448.0,0.0,0.0,0.0,-1,Anomaly
0.2373018106128147,44904448.0,0.0,0.0,0.0,-1,Anomaly
0.2406902045866741,44904448.0,0.0,0.0,0.0,1,Normal
0.2644211211455535,44904448.0,0.0,0.0,0.0,1,Normal
0.2644220175399936,44904448.0,0.0,0.0,0.0,1,Normal
0.2712020692717882,44904448.0,0.0,0.0,0.0,-1,Anomaly
0.2678120434058915,44904448.0,0.0,0.0,0.0,1,Normal
0.2712020692717882,44904448.0,0.0,0.0,0.0,-1,Anomaly
0.2440835172434837,44904448.0,0.0,0.0,0.0,1,Normal
0.2508619140764044,44904448.0,0.0,0.0,0.0,1,Normal
0.2508619140764044,44904448.0,0.0,0.0,0.0,1,Normal
0.2508755216685256,44904448.0,0.0,0.0,0.0,1,Normal
0.2542665934378877,44904448.0,0.0,0.0,0.0,1,Normal
0.2610496909781903,44904448.0,0.0,0.0,0.0,1,Normal
0.2644426362896662,44904448.0,0.0,0.0,0.0,1,Normal
0.2678356506202601,44904448.0,0.0,0.0,0.0,-1,Anomaly
0.2610434959487404,44904448.0,0.0,0.0,0.0,1,Normal
0.2576524471897236,44904448.0,0.0,0.0,0.0,1,Normal
0.2542596974648613,44904448.0,0.0,0.0,0.0,1,Normal
0.2542588354945334,44904448.0,0.0,0.0,0.0,1,Normal
0.2508678672163154,44904448.0,0.0,0.0,0.0,1,Normal
0.2474777609025814,44904448.0,0.0,0.0,0.0,1,Normal
